_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,RL_MSL,Data Acquisition Time,Groundwater Level Telemetry 6 Hourly (meter)
27654,27654,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,27-02-2025 18:00,-27.244
27655,27655,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,28-02-2025 00:00,-27.345
27656,27656,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,28-02-2025 06:00,-27.258
27657,27657,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,28-02-2025 12:00,-27.324
27658,27658,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,28-02-2025 18:00,-27.241
27659,27659,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,01-03-2025 00:00,-27.337
27660,27660,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,01-03-2025 06:00,-27.249
27661,27661,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,01-03-2025 12:00,-27.331
27662,27662,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,01-03-2025 18:00,-27.24
27663,27663,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,02-03-2025 00:00,-27.315
27664,27664,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,02-03-2025 06:00,-27.241
27665,27665,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,02-03-2025 12:00,-27.32
27666,27666,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,02-03-2025 18:00,-27.249
27667,27667,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,03-03-2025 00:00,-27.303
27668,27668,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,03-03-2025 06:00,-27.253
27669,27669,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,03-03-2025 12:00,-27.313
27670,27670,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,03-03-2025 18:00,-27.271
27671,27671,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,04-03-2025 00:00,-27.292
27672,27672,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,04-03-2025 06:00,-27.266
27673,27673,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,04-03-2025 12:00,-27.305
27674,27674,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,04-03-2025 18:00,-27.29
27675,27675,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,05-03-2025 00:00,-27.275
27676,27676,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,05-03-2025 06:00,-27.264
27677,27677,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,05-03-2025 12:00,-27.284
27678,27678,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,05-03-2025 18:00,-27.305
27679,27679,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,06-03-2025 00:00,-27.281
27680,27680,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,06-03-2025 06:00,-27.277
27681,27681,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,06-03-2025 12:00,-27.29
27682,27682,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,06-03-2025 18:00,-27.324
27683,27683,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,07-03-2025 00:00,-27.287
27684,27684,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,07-03-2025 06:00,-27.279
27685,27685,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,07-03-2025 12:00,-27.271
27686,27686,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,07-03-2025 18:00,-27.311
27687,27687,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,08-03-2025 00:00,-27.293
27688,27688,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,08-03-2025 06:00,-27.271
27689,27689,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,08-03-2025 12:00,-27.273
27690,27690,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,08-03-2025 18:00,-27.312
27691,27691,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,09-03-2025 00:00,-27.314
27692,27692,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,09-03-2025 06:00,-27.29
27693,27693,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,09-03-2025 12:00,-27.297
27694,27694,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,09-03-2025 18:00,-27.322
27695,27695,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,10-03-2025 00:00,-27.343
27696,27696,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,10-03-2025 06:00,-27.31
27697,27697,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,10-03-2025 12:00,-27.317
27698,27698,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,10-03-2025 18:00,-27.313
27699,27699,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,11-03-2025 00:00,-27.353
27700,27700,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,11-03-2025 06:00,-27.299
27701,27701,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,11-03-2025 12:00,-27.325
27702,27702,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,11-03-2025 18:00,-27.294
27703,27703,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,12-03-2025 00:00,-27.352
27704,27704,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,12-03-2025 06:00,-27.287
27705,27705,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,12-03-2025 12:00,-27.327
27706,27706,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,12-03-2025 18:00,-27.275
27707,27707,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,13-03-2025 00:00,-27.348
27708,27708,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,13-03-2025 06:00,-27.279
27709,27709,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,13-03-2025 12:00,-27.328
27710,27710,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,13-03-2025 18:00,-27.267
27711,27711,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,14-03-2025 00:00,-27.345
27712,27712,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,14-03-2025 06:00,-27.283
27713,27713,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,14-03-2025 12:00,-27.35
27714,27714,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,14-03-2025 18:00,-27.272
27715,27715,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,15-03-2025 00:00,-27.35
27716,27716,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,15-03-2025 06:00,-27.292
27717,27717,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,15-03-2025 12:00,-27.363
27718,27718,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,15-03-2025 18:00,-27.287
27719,27719,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,16-03-2025 00:00,-27.351
27720,27720,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,16-03-2025 06:00,-27.291
27721,27721,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,16-03-2025 12:00,-27.358
27722,27722,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,16-03-2025 18:00,-27.286
27723,27723,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,17-03-2025 00:00,-27.34
27724,27724,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,17-03-2025 06:00,-27.29
27725,27725,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,17-03-2025 12:00,-27.359
27726,27726,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,17-03-2025 18:00,-27.3
27727,27727,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,18-03-2025 00:00,-27.339
27728,27728,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,18-03-2025 06:00,-27.305
27729,27729,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,18-03-2025 12:00,-27.36
27730,27730,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,18-03-2025 18:00,-27.32
27731,27731,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,19-03-2025 00:00,-27.342
27732,27732,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,19-03-2025 06:00,-27.324
27733,27733,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,19-03-2025 12:00,-27.372
27734,27734,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,19-03-2025 18:00,-27.348
27735,27735,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,20-03-2025 00:00,-27.351
27736,27736,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,20-03-2025 06:00,-27.335
27737,27737,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,20-03-2025 12:00,-27.364
27738,27738,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,20-03-2025 18:00,-27.354
27739,27739,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,21-03-2025 00:00,-27.346
27740,27740,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,21-03-2025 06:00,-27.342
27741,27741,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,21-03-2025 12:00,-27.363
27742,27742,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,21-03-2025 18:00,-27.372
27743,27743,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,22-03-2025 00:00,-27.35
27744,27744,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,22-03-2025 06:00,-27.341
27745,27745,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,22-03-2025 12:00,-27.353
27746,27746,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,22-03-2025 18:00,-27.384
27747,27747,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,23-03-2025 00:00,-27.355
27748,27748,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,23-03-2025 06:00,-27.348
27749,27749,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,23-03-2025 12:00,-27.35
27750,27750,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,23-03-2025 18:00,-27.382
27751,27751,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,24-03-2025 00:00,-27.366
27752,27752,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,24-03-2025 06:00,-27.348
27753,27753,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,24-03-2025 12:00,-27.346
27754,27754,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,24-03-2025 18:00,-27.373
27755,27755,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,25-03-2025 00:00,-27.371
27756,27756,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,25-03-2025 06:00,-27.339
27757,27757,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,25-03-2025 12:00,-27.34
27758,27758,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,25-03-2025 18:00,-27.361
27759,27759,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,26-03-2025 00:00,-27.374
27760,27760,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,26-03-2025 06:00,-27.333
27761,27761,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,26-03-2025 12:00,-27.351
27762,27762,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,26-03-2025 18:00,-27.333
27763,27763,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,27-03-2025 00:00,-27.377
27764,27764,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,27-03-2025 06:00,-27.323
27765,27765,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,27-03-2025 12:00,-27.363
27766,27766,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,27-03-2025 18:00,-27.313
27767,27767,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,28-03-2025 00:00,-27.383
27768,27768,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,28-03-2025 06:00,-27.319
27769,27769,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,28-03-2025 12:00,-27.367
27770,27770,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,28-03-2025 18:00,-27.289
27771,27771,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,29-03-2025 00:00,-27.376
27772,27772,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,29-03-2025 06:00,-27.306
27773,27773,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,29-03-2025 12:00,-27.388
27774,27774,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,29-03-2025 18:00,-27.293
27775,27775,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,30-03-2025 00:00,-27.385
27776,27776,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,30-03-2025 06:00,-27.311
27777,27777,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,30-03-2025 12:00,-27.409
27778,27778,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,30-03-2025 18:00,-27.309
27779,27779,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,31-03-2025 00:00,-27.377
27780,27780,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,31-03-2025 06:00,-27.313
27781,27781,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,31-03-2025 12:00,-27.413
27782,27782,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,31-03-2025 18:00,-27.323
27783,27783,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,01-04-2025 00:00,-27.362
27784,27784,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,01-04-2025 06:00,-27.314
27785,27785,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,01-04-2025 12:00,-27.4
27786,27786,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,01-04-2025 18:00,-27.344
27787,27787,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,02-04-2025 00:00,-27.357
27788,27788,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,02-04-2025 06:00,-27.323
27789,27789,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,02-04-2025 12:00,-27.38
27790,27790,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,02-04-2025 18:00,-27.37
27791,27791,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,03-04-2025 00:00,-27.35
27792,27792,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,03-04-2025 06:00,-27.339
27793,27793,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,03-04-2025 12:00,-27.37
27794,27794,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,03-04-2025 18:00,-27.378
27795,27795,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,04-04-2025 00:00,-27.349
27796,27796,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,04-04-2025 06:00,-27.346
27797,27797,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,04-04-2025 12:00,-27.36
27798,27798,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,04-04-2025 18:00,-27.387
27799,27799,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,05-04-2025 00:00,-27.351
27800,27800,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,05-04-2025 06:00,-27.345
27801,27801,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,05-04-2025 12:00,-27.349
27802,27802,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,05-04-2025 18:00,-27.383
27803,27803,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,06-04-2025 00:00,-27.355
27804,27804,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,06-04-2025 06:00,-27.355
27805,27805,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,06-04-2025 12:00,-27.353
27806,27806,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,06-04-2025 18:00,-27.385
27807,27807,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,07-04-2025 00:00,-27.353
27808,27808,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,08-04-2025 06:00,-27.368
27809,27809,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,08-04-2025 12:00,-27.374
27810,27810,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,08-04-2025 18:00,-27.371
27811,27811,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,09-04-2025 00:00,-27.394
27812,27812,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,09-04-2025 06:00,-27.369
27813,27813,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,09-04-2025 12:00,-27.386
27814,27814,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,09-04-2025 18:00,-27.351
27815,27815,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,10-04-2025 00:00,-27.386
27816,27816,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,10-04-2025 06:00,-27.346
27817,27817,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,10-04-2025 12:00,-27.382
27818,27818,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,10-04-2025 18:00,-27.313
