_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,RL_MSL,Data Acquisition Time,Groundwater Level Telemetry 6 Hourly (meter)
27819,27819,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,11-04-2025 00:00,-27.368
27820,27820,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,11-04-2025 06:00,-27.309
27821,27821,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,11-04-2025 12:00,-27.359
27822,27822,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,11-04-2025 18:00,-27.302
27823,27823,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,12-04-2025 00:00,-27.357
27824,27824,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,12-04-2025 06:00,-27.315
27825,27825,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,12-04-2025 12:00,-27.381
27826,27826,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,12-04-2025 18:00,-27.307
27827,27827,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,13-04-2025 00:00,-27.37
27828,27828,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,13-04-2025 06:00,-27.319
27829,27829,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,13-04-2025 12:00,-27.38
27830,27830,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,13-04-2025 18:00,-27.302
27831,27831,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,14-04-2025 00:00,-27.356
27832,27832,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,14-04-2025 06:00,-27.313
27833,27833,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,14-04-2025 12:00,-27.394
27834,27834,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,14-04-2025 18:00,-27.313
27835,27835,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,15-04-2025 00:00,-27.359
27836,27836,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,15-04-2025 06:00,-27.319
27837,27837,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,15-04-2025 12:00,-27.399
27838,27838,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,15-04-2025 18:00,-27.328
27839,27839,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,16-04-2025 00:00,-27.359
27840,27840,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,16-04-2025 06:00,-27.322
27841,27841,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,16-04-2025 12:00,-27.39
27842,27842,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,16-04-2025 18:00,-27.341
27843,27843,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,17-04-2025 00:00,-27.353
27844,27844,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,18-04-2025 06:00,-27.328
27845,27845,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,18-04-2025 12:00,-27.372
27846,27846,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,18-04-2025 18:00,-27.359
27847,27847,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,19-04-2025 00:00,-27.337
27848,27848,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,19-04-2025 06:00,-27.335
27849,27849,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,19-04-2025 12:00,-27.365
27850,27850,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,19-04-2025 18:00,-27.37
27851,27851,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,20-04-2025 00:00,-27.342
27852,27852,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,20-04-2025 06:00,-27.341
27853,27853,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,20-04-2025 12:00,-27.356
27854,27854,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,20-04-2025 18:00,-27.376
27855,27855,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,21-04-2025 00:00,-27.348
27856,27856,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,22-04-2025 06:00,-27.319
27857,27857,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,22-04-2025 12:00,-27.311
27858,27858,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,22-04-2025 18:00,-27.329
27859,27859,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,23-04-2025 00:00,-27.283
27860,27860,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,23-04-2025 06:00,-27.284
27861,27861,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,23-04-2025 12:00,-27.279
27862,27862,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,23-04-2025 18:00,-27.292
27863,27863,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,24-04-2025 00:00,-27.29
27864,27864,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,27-04-2025 06:00,-27.27
27865,27865,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,27-04-2025 12:00,-27.356
27866,27866,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,27-04-2025 18:00,-27.26
27867,27867,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,28-04-2025 00:00,-27.316
27868,27868,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,28-04-2025 06:00,-27.247
27869,27869,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,28-04-2025 12:00,-27.34
27870,27870,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,28-04-2025 18:00,-27.238
27871,27871,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,29-04-2025 00:00,-27.286
27872,27872,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,29-04-2025 06:00,-27.242
27873,27873,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,29-04-2025 12:00,-27.337
27874,27874,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,29-04-2025 18:00,-27.249
27875,27875,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,30-04-2025 00:00,-27.286
27876,27876,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,30-04-2025 06:00,-27.246
27877,27877,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,30-04-2025 12:00,-27.334
27878,27878,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,30-04-2025 18:00,-27.266
27879,27879,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,01-05-2025 00:00,-27.27
27880,27880,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,02-05-2025 06:00,-27.256
27881,27881,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,02-05-2025 12:00,-27.293
27882,27882,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,02-05-2025 18:00,-27.301
27883,27883,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,03-05-2025 00:00,-27.258
27884,27884,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,06-05-2025 06:00,-27.266
27885,27885,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,06-05-2025 12:00,-27.246
27886,27886,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,06-05-2025 18:00,-27.259
27887,27887,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,07-05-2025 00:00,-27.246
27888,27888,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,07-05-2025 06:00,-27.261
27889,27889,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,07-05-2025 12:00,-27.256
27890,27890,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,07-05-2025 18:00,-27.251
27891,27891,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,08-05-2025 00:00,-27.255
27892,27892,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,08-05-2025 06:00,-27.261
27893,27893,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,08-05-2025 12:00,-27.27
27894,27894,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,08-05-2025 18:00,-27.248
27895,27895,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,09-05-2025 00:00,-27.269
27896,27896,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,10-05-2025 06:00,-27.258
27897,27897,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,10-05-2025 12:00,-27.306
27898,27898,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,10-05-2025 18:00,-27.244
27899,27899,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,11-05-2025 00:00,-27.286
27900,27900,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,13-05-2025 06:00,-27.233
27901,27901,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,13-05-2025 12:00,-27.309
27902,27902,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,13-05-2025 18:00,-27.223
27903,27903,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,14-05-2025 00:00,-27.259
27904,27904,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,14-05-2025 06:00,-27.142
27905,27905,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,14-05-2025 12:00,-27.219
27906,27906,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,14-05-2025 18:00,-27.15
27907,27907,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,15-05-2025 00:00,-27.18
27908,27908,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,15-05-2025 06:00,-27.111
27909,27909,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,15-05-2025 12:00,-27.18
27910,27910,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,15-05-2025 18:00,-27.121
27911,27911,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,16-05-2025 00:00,-27.138
27912,27912,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,16-05-2025 06:00,-27.11
27913,27913,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,16-05-2025 12:00,-27.177
27914,27914,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,16-05-2025 18:00,-27.132
27915,27915,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,17-05-2025 00:00,-27.118
27916,27916,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,17-05-2025 06:00,-27.103
27917,27917,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,17-05-2025 12:00,-27.161
27918,27918,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,17-05-2025 18:00,-27.141
27919,27919,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,18-05-2025 00:00,-27.097
27920,27920,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,18-05-2025 06:00,-27.104
27921,27921,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,18-05-2025 12:00,-27.142
27922,27922,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,18-05-2025 18:00,-27.151
27923,27923,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,19-05-2025 00:00,-27.094
27924,27924,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,19-05-2025 06:00,-27.104
27925,27925,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,19-05-2025 12:00,-27.066
27926,27926,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,19-05-2025 18:00,-27.099
27927,27927,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,20-05-2025 00:00,-27.048
27928,27928,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,20-05-2025 06:00,-26.947
27929,27929,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,20-05-2025 12:00,-26.966
27930,27930,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,20-05-2025 18:00,-27.016
27931,27931,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,21-05-2025 00:00,-26.967
27932,27932,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,21-05-2025 06:00,-26.978
27933,27933,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,21-05-2025 12:00,-26.967
27934,27934,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,21-05-2025 18:00,-27.003
27935,27935,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,22-05-2025 00:00,-26.966
27936,27936,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,22-05-2025 06:00,-27.004
27937,27937,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,22-05-2025 12:00,-26.983
27938,27938,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,22-05-2025 18:00,-26.997
27939,27939,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,23-05-2025 00:00,-26.982
27940,27940,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,23-05-2025 06:00,-27.012
27941,27941,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,23-05-2025 12:00,-26.992
27942,27942,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,23-05-2025 18:00,-26.978
27943,27943,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,24-05-2025 00:00,-26.985
27944,27944,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,24-05-2025 06:00,-27
27945,27945,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,24-05-2025 12:00,-27.022
27946,27946,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,24-05-2025 18:00,-26.973
27947,27947,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,25-05-2025 00:00,-26.995
27948,27948,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,25-05-2025 06:00,-26.999
27949,27949,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,25-05-2025 12:00,-27.042
27950,27950,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,25-05-2025 18:00,-26.962
27951,27951,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,26-05-2025 00:00,-27.003
27952,27952,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,26-05-2025 06:00,-26.973
27953,27953,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,26-05-2025 12:00,-27.049
27954,27954,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,26-05-2025 18:00,-26.95
27955,27955,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,27-05-2025 00:00,-26.997
27956,27956,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,27-05-2025 06:00,-26.955
27957,27957,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,27-05-2025 12:00,-27.053
27958,27958,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,27-05-2025 18:00,-26.95
27959,27959,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,28-05-2025 00:00,-26.989
27960,27960,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,28-05-2025 06:00,-26.949
27961,27961,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,28-05-2025 12:00,-27.053
27962,27962,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,28-05-2025 18:00,-26.956
27963,27963,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,29-05-2025 00:00,-26.975
27964,27964,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,29-05-2025 06:00,-26.939
27965,27965,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,29-05-2025 12:00,-27.023
27966,27966,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,29-05-2025 18:00,-26.961
27967,27967,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,30-05-2025 00:00,-26.94
27968,27968,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,30-05-2025 06:00,-26.846
27969,27969,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,30-05-2025 12:00,-26.902
27970,27970,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,30-05-2025 18:00,-26.89
27971,27971,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,31-05-2025 00:00,-26.893
27972,27972,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,31-05-2025 06:00,-26.885
27973,27973,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,31-05-2025 12:00,-26.927
27974,27974,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,31-05-2025 18:00,-26.917
27975,27975,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,01-06-2025 00:00,-26.9
27976,27976,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,01-06-2025 06:00,-26.888
27977,27977,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,01-06-2025 12:00,-26.901
27978,27978,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,01-06-2025 18:00,-26.925
27979,27979,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,02-06-2025 00:00,-26.898
27980,27980,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,02-06-2025 06:00,-26.873
27981,27981,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,02-06-2025 12:00,-26.876
27982,27982,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,02-06-2025 18:00,-26.907
27983,27983,Rongram_1,CGWB,17,Meghalaya,278,west Garo Hills,-,-,-,-,-,-,-,-,-,25.60410000,90.25270000,,03-06-2025 00:00,-26.875
